laAccount,laRegisteredAtSlotNo,laUnregisteredAtSlotNo,laStakePoolDelegation,laDRepDelegation,laLastDelegationSlotNo,laLastWithdrawalSlotNo,laLastAddressOwnerActivitySlotNo,laLastAddressActivitySlotNo,laCurrentStake,laCurrentRewards
keyHash-97d4825664e7d042c5df65bd50ace510b125c53d1cf624d35783f0d7,148391476,,a60950c7a6e3f7a8247b34035d0a98cb0d11f2d04ba5fa9fd17e1065,drep-keyHash-a2b4c238552c9d9002251b18eaa8ac361a17306ec4624c0da4db2920,149433528,,149433528,149433528,0.000000,0.000000
keyHash-97de95aabe2e1695b9acb01a561d698fb0f321372b8b205631fe34f1,149634757,,0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,drep-alwaysAbstain,149634757,,,149635113,0.000000,0.000000
keyHash-97e8687b93bcfcaec56a64225d34adc1726cc22b92901dac6ae8f8e8,149836250,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149836250,,149836250,149836250,0.000000,0.000000
keyHash-97f9687ae7f203d6d74f76041f9669ff24de38505d133c9e0b565b33,148244068,,52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9,,148244068,,148669901,148244068,0.000000,0.000000
keyHash-97f96f58dff679701e2d0725bc92018da2af25fb2c21c0c4ad3ab8c5,149467224,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149467224,,149467224,149467224,0.000000,0.000000
keyHash-98024790221b98de72a59850ce0ef9c0b7ac355ecd32487ebb65f430,149906173,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149906173,,149906173,149906173,0.000000,0.000000
keyHash-9807acdb36890630eb1d59c52168a734138f2ca1d2004f63a13b581f,149796761,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149796761,,149796761,149796761,0.000000,0.000000
keyHash-9814c20b5e8ea76bc3e6348707031ddb899d27f8e4935665919db443,148297535,,,drep-keyHash-d9f73092d89249d353788554ebf22d5c6bee1fa0ac4d5a7310d35911,148297535,,148297535,148301682,0.000000,0.000000
keyHash-98168b689af31c7fcb0d623ca70c0f41c509e62cdf7187a215b1220a,149121375,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149121375,,149310759,149310759,0.000000,0.000000
keyHash-981716d21dcbb0fb9cb43bb760914962d723151332a023417effaa7b,148677266,,fa58244068bef886049b3e8fbba8aa39f227ce78168efdf7629111c5,,148677266,,148677266,148677266,0.000000,0.000000
keyHash-981913ac1ecf8cfd965dc4a675a3d062e6d9e7afabf50be7693eaee7,149965355,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149965355,,149965355,149965355,0.000000,0.000000
keyHash-9829f157b9f2ac73186f87376d4d1af31bc901b7c83e5d82b9d6dd85,148189133,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,148189133,,148189133,148189133,0.000000,0.000000
keyHash-9832abba9c6d3278f8b1cd12654e261aac753c45f9bd8ddc3ec4c281,149392746,,89f7ebe5936075aae36b1f7f2e1e9e5d2decd5230cfb962d01e12c84,,149392746,,149392746,149392746,0.000000,0.000000
keyHash-984bfb2395c0ab6deea7f571baffba895609e4f33446f4703af7c0a5,148153862,148945169,,,148153862,,150058161,150058161,0.000000,0.000000
keyHash-984e0b7aa2057b3116656f92edc05e71c85b6575ab96b762d3991e45,149435520,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149435520,,149435520,149435520,0.000000,0.000000
keyHash-98510327a886783eb0769f577e5f0165e9ff132adf6a7f8e36afe6e8,149928761,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149928761,,149928761,149928761,0.000000,0.000000
keyHash-985977a7417715e51d9a8738cea1ccc77929faf87314cb1fd9a757a8,148255720,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148255720,,148255720,148255720,0.000000,0.000000
keyHash-985cacf51a83958eb54ee894e09b4c843736efd702b43a86e0dc6196,149023138,149395075,,,149023138,,149395406,149395406,0.000000,0.000000
keyHash-985cd7e1cc4d2d3076b69750e8a860799a4d7cbfbc3e5c115ac5d3c2,149540550,150076818,,,149540550,,150076818,150076818,0.000000,0.000000
keyHash-98642b9924b1c62c4ba1c7b01b25aca0314400c1b5d7e30b4ede5cd6,148585024,,12eda6e24a9e221fcf924c736d481342cc7be064e2454d7c9cde77fc,drep-alwaysAbstain,148585024,,149727237,149727437,0.000000,0.000000
keyHash-98751852025ac2ccadd51be96bbb47a18fd8ba5a1fe8abf3a74d32c9,149653703,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149653703,,149653703,149653703,0.000000,0.000000
keyHash-987df3ba7915034514b634b3ee38e8b6b3535b59a77661de53dee128,149460096,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149460096,,149460096,149460916,0.000000,0.000000
keyHash-989284e957b56626e0a4bf7dabb2e90ea36e3c46060fd6b7da1393c3,149450187,,b67b0635ab2b26df9e44ba14fac3560720ca0902446d68fe282d4b97,drep-keyHash-885ddf70b1f08f8b5b915ce97566190a056aa8b5dd84282e306bb0b7,149450528,,149450528,149450528,0.000000,0.000000
keyHash-9896869b7afaf8efa993ac9f78207a75621930271bddc08e68274e27,148835650,,c9d833d3b3b14a8d24ca1f972cfd5bbaa444843301353d84ec1bfa32,drep-alwaysAbstain,148835650,,149380995,148835650,0.000000,0.000000
keyHash-989f0ec13f8f30c38f70ee13e3f79846c5f35cfa6279df9af1a33aeb,149803149,,3f1234251b87f3669a762b0b1ad00cb8c7e62502b327902ddbf72737,,149803149,,149803149,149803149,0.000000,0.000000
keyHash-98a1fb3c07f6e61f8831a2c7a8a37a362cb1e03442632ed2785fcdbb,149380299,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149380299,,149380299,149380299,0.000000,0.000000
keyHash-98a6be5a324a23bdcecf36ee9a142eae6309d1f9ff7bbcd807b93dc7,148650655,,8db4b0de498200d07aeaf06a63e87cc5f0d428cff47fc71c336de3d9,,148650655,,149527883,149527883,0.000000,0.000000
keyHash-98a94e72c0ed17737ed102c107eada56b6b349313f41c031597903d1,149527223,,a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,drep-alwaysAbstain,149527223,,149527223,149527223,0.000000,0.000000
keyHash-98bebfac1976794baaaf532dd6f8d222b4ea8e817c63155c9a086a05,150075516,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,150075516,,150075516,150075516,0.000000,0.000000
keyHash-98c35619cd83951e645109fc3c862110e33a13e22219f0fdd5fe2f6c,148690446,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,148690446,,149972501,149972797,0.000000,0.000000
keyHash-98c4788d6686b1956b2e138128640d9f8655d828e3dbf7889eec1dd8,148604915,,076c483d263502a49b138614b24820e9ce0f010b6de8b8f62ab87ecd,drep-keyHash-94f7bb25c15f5e4e3a58bb9e8e6b10bfa8c2694f39f282167af35e2c,148605256,,148605256,148605256,0.000000,0.000000
keyHash-98ca77992525721371cfc2d7a7fb64fd98f917eb6dc92d6d797ce61d,149404478,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,drep-alwaysAbstain,149404718,,149404718,149404718,0.000000,0.000000
keyHash-98df84759908a63e98dd20e8b136b291cf9d9707e0122adb48bebb05,148349192,,087cb9a9dab66751853893b0de0628aee88c36f82fd0c1ee3b998548,drep-keyHash-d2e0ed6a4b1b3233f071244420293f7eeb077ebf758e74b3876d4552,148349410,,148349410,149926878,0.000000,0.000000
keyHash-98e1649a82d2961d039a174c192591d8827440e1dc985a77e22bd11a,148914070,,89f7ebe5936075aae36b1f7f2e1e9e5d2decd5230cfb962d01e12c84,,148914070,,148914070,148914070,0.000000,0.000000
keyHash-98eac4a8d6799e6877ec69df391b78101986be822321d5eaf25c46b0,149796821,,3b3327c0a885ba7c1ebeec8b44158aab79c32148d45b4c701344cd97,drep-alwaysAbstain,149796821,,149796821,149796821,0.000000,0.000000
keyHash-98ed8357d62ce6cd5ced68824efd69391124f4416d94b01fa1a42a6d,149738962,,10bc63e4689bd58b8a7d248a99360a45a80d047b0b4752a7b00b754b,,149738962,,149738962,149738962,0.000000,0.000000
keyHash-98edf5231ffa047c068718cae7cb241b08e35e2578ea69497942e52e,149625505,,9def0b9497f8d922e633c65e2099e6da8df5e966f201db5c7abcb077,,149625505,,149625505,149625505,0.000000,0.000000
keyHash-98f2b7e5bec58d6e1e6749e8ecbe7a2d7d254012cea3a1d2c28b0595,149394310,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,149394310,,149394310,149394310,0.000000,0.000000
keyHash-990417add7e212b86f0837fb7af0d5e578b527ad730131d50e407588,150063780,,463e481957f266d93e4decbfb73003380ab17223e0e569f71c7a525a,,150063780,,,150063780,0.000000,0.000000
keyHash-99077c32e0a65dc3cb010deee53680457c50bedfd4a0f056d570c7a8,148447378,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,149911607,,149911607,149911607,0.000000,0.000000
keyHash-990b1d78c728be060d882b092d77165ea7e10ea02de80fb8ebca3861,149179083,,53215c471b7ac752e3ddf8f2c4c1e6ed111857bfaa675d5e31ce8bce,,149179083,,149179083,149179083,0.000000,0.000000
keyHash-9914d89f90b3935167d569cf54f66004d76df4a95f0c774dce9d40de,150012486,,6f223af7c6069f7428cf7605efba84ec410f5476550f83dbb3096238,,150012486,,150012486,150088067,0.000000,0.000000
keyHash-99167c40811ccedaa55072ea57a4d6c2d4e746ad53e61c54d76de027,148595952,,5b60373e718a3647ec57f610b9942f91286748ddeaa0ad226acb927b,,149902001,,149902001,149902576,0.000000,0.000000
keyHash-9916e72229358d420dced3d6dbc1656b0ab859e8ea8adeb2798891e7,148646236,,52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9,,148646236,,148646236,148646236,0.000000,0.000000
keyHash-991a7c7c0b38f00cb20f3a394708dab00b2e8437ada53cb24ab153ee,149809293,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149809293,,149809293,149809293,0.000000,0.000000
keyHash-991f7073a17260d2ebede3566ebeeffc08433642b08f4405c3f0f6c3,149268686,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149268686,,149789791,149368890,0.000000,0.000000
keyHash-99396909979c73d7cdae983cdf47d2d30c997cd6b753ffdeae3b6057,149737725,,2a8294ad7538b15353b9ffd81e26dafe846ffc3f6b9e331d4c1dc030,,149737725,,149737725,149737725,0.000000,0.000000
keyHash-9970b1a1c71bc1c0291aa74c2f233d7b0fe43f9f6b1e0ecb4e7cc877,148273726,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148273726,,148273726,148273726,0.000000,0.000000
keyHash-9974883c2758c3cf8dd5ea5f3c4f97e91fbd970ccb3625274b352ef0,149725341,,879ad8338e795acb7b2bd2cf5532ed4e3603962439c91cb0bd5ae7af,drep-alwaysAbstain,149725341,,149725341,149725341,0.000000,0.000000
keyHash-99770536680be3b085613e084ead84b1f4922ea0bc8dbd945d806826,148614227,,41ddaaf2303176365dc36a58483aa8aba694da490d04d84783d418e1,,148614227,,148614227,148614227,0.000000,0.000000
keyHash-9977390dea84ffb436dcb5ccdd9fe18c768f417dcebbbd131af006ad,148695008,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148695008,,148927638,148695008,0.000000,0.000000
keyHash-9978c657719d52f0ac8d4fa3d93429b3de4af1c2c9a9825b8eab1096,148531864,,aa8ce95c3862c3e5f6e1dccebfcf36f4379484ae9eb42d7a476483b9,drep-alwaysAbstain,148531864,,148531864,148531864,0.000000,0.000000
keyHash-9979e071b2eceafe23a2438614d7f1bb8ecaf8fd062ff737626863b7,149062945,,4ee9e4c2ec6fc68850330dbc75ccd7ebf7951f20e1085d324f36cf44,drep-alwaysAbstain,149062945,,149062945,149062945,0.000000,0.000000
keyHash-997f398d66540de285e48fa967d7817c8f931079a278333d2e078106,149170054,,6b51a5aae5b4b5f07f38acf12816b4f8a558ee2840d0dba69040aeb2,,149170054,,149170054,149170054,0.000000,0.000000
keyHash-997fcab4dfbb3244e9530f3f234fbbb6669b0518d848c8032ddd7d30,149432727,,1124c13196086190c1956fa8b57f665d031c067e885de958a882cd7f,,149432727,,149432727,149432727,0.000000,0.000000
keyHash-9981b100d6dad4a4e339fce1c43f125d9a2dba8380fa7f5e535aa6a3,148753508,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148753670,,148753670,148753670,0.000000,0.000000
keyHash-998613908ff785acdb1c2acf111d016c0ab3fbf188540d0622f257fc,149626776,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149626776,,149626776,149626776,0.000000,0.000000
keyHash-998bb919921eeee6226fa464ddcdfb27ca96b9f84bb28682449ed887,149441694,,dbf4df9da9c134d7d7d44f6697ed739854b15dc71f47cdc1f550232e,,149441694,,149441694,149441694,0.000000,0.000000
keyHash-998df661db6a0bad4cbf9e8eaec2b9b4e89f14d664980a1749e1ef83,150061596,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,150061596,,150061596,150061596,0.000000,0.000000
keyHash-999180dc49d9a1bce3be842f2df826193f1c6395a00fc3a9a2ffe493,148244555,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148244555,,149785578,149785578,0.000000,0.000000
keyHash-9995861d6f0a0fe8febc2d85e6f2b5b17b7ce289d872a5f280ca3b54,149094247,,f3efb842c77895dde51e95e54d9c309da599631ef31216bcfea11083,drep-alwaysAbstain,149094247,,149645915,149645915,0.000000,0.000000
keyHash-99a62ac744ffd4153a20fd33a9c6ca0cae053eeadb05e7c56bb75bd0,148120982,149372279,,,148120982,,149372279,149372279,0.000000,0.000000
keyHash-99a89c4943242d406c787186e1188faeddcd6844108dc52534ac9711,149407035,,f4762ca1dce3c32c0d7a7e6d9f8a54bf40338e99ae5f3ad0172c9a2f,,149407035,,149407035,149407937,0.000000,0.000000
keyHash-99a95c1e83272ac727bd95cd29ae840891ab7749356c7f53e766ecf6,150035996,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,150035996,,150035996,150035996,0.000000,0.000000
keyHash-99a9a4eb0998f3230c95e3d9af6b5a18ab1ab80e1bc999b18117d096,149391611,149482882,,,149391611,,149482882,149482882,0.000000,0.000000
keyHash-99b4359fea2207679b9dd2968a89457d242697ea05eb3a272588952d,148231005,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148231005,,149170782,148575766,0.000000,0.000000
keyHash-99b68c7ebe3c4d5278b630de9a67518752fb19433d0c84db1d8ebb25,149542382,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149542382,,149542382,149542382,0.000000,0.000000
keyHash-99b845f12b7acfe6e282805e0d2a9f41b28e4b34ec02cd8a8090faa5,148676582,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148676582,,148676582,149377613,0.000000,0.000000
keyHash-99d0fb46b9d69c96f09cede8d3a6311c78bbd829500139826e8402dc,148357390,,93ca5c2f1eb63054f7c768a807408a43e65d7c68fe56e330db20af51,drep-alwaysAbstain,148357390,,149604337,149645175,0.000000,0.000000
keyHash-99d36ac2c4bbe9351b1c783da6de76cb6a64b0a7dcc3cf323a498def,149724487,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,149724487,,149724487,149724487,0.000000,0.000000
keyHash-99dabdae0d33b5851b3d7b22b61880f4992ed82decae63a6db041a50,148502284,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148502284,,148502284,148504760,0.000000,0.000000
keyHash-99dce1d5de238500d7cd6bce7e55fbd9d290ce5f069de0de6bd6dab4,149988647,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149988647,,149988647,149988647,0.000000,0.000000
keyHash-99e6dbbcf87a6fb765b0ef986e6eaa6403432a64eb4a04e778f0628b,148254847,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148254847,,148254847,148254847,0.000000,0.000000
keyHash-99f141595005a443da0fe40e94f1ef2302e3a0cb86002d6b8082f510,150079629,,4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,,150079629,,150079629,150079629,0.000000,0.000000
keyHash-99f171d5992bcc60a6395051198e1b310bbef6c09880d23aab369370,149787047,,28affa3c001052c65da45811a019f85df9bdc89c9a48cb24062f0c38,drep-keyHash-54469e486b36bdfa40db19f78f6ef1023653ca890f7d2e5372778cc8,149787167,,149787167,149787167,0.000000,0.000000
keyHash-99f310fb36ff2cab45f2fb66b040eac93136615342aceafc466bf7b8,148489822,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148489822,,148489822,148489822,0.000000,0.000000
keyHash-9a0312abe5191f4d7c7e51773dbef85fccff956bb2c10614845482e4,148934561,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148934561,,148934561,148934561,0.000000,0.000000
keyHash-9a03e2f37affeb36ef32d5489f9483f7a8cab074873d66dcb8762eff,149464265,,e6ac159ee8063742eadcb48be45f29d9a67b4158439070032f42d10c,,149464265,,149464265,149464265,0.000000,0.000000
keyHash-9a13c968ec2d22c3d5adecef69703bfdbf2ac9bdeb6fd5c112751924,148717730,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148717730,,148717730,149859339,0.000000,0.000000
keyHash-9a2ab642129bc557f51900b9fca86a1d809657d0a50caca88290294d,149083401,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149083841,,149083841,149083841,0.000000,0.000000
keyHash-9a337ddbd17d48673e90ba90034b3470cca3e0ad0ddf51cd707bef1f,149566939,,50a251d84927d932b9393cb462f300d215faedd5e8a5e791e869f32c,,149566939,,149566939,149566939,0.000000,0.000000
keyHash-9a4c1fc3e5344601248284a71888383b410425b3d3fa981ec9604028,148333651,,28489654d3fcce6affdde39f37c2d68dda5f42fc9f9feb8dd46d614a,,148333651,,148333651,148333651,0.000000,0.000000
keyHash-9a4deda29e1168fb33e3a0adf467b91dc82b7d3f68bd4c1127c98b98,148381609,,a59e2c8422ed40242742f3b6e8219fa0c454eaa7288d71981d3b65a9,,148381609,,148381609,149429481,0.000000,0.000000
keyHash-9a58b1c37cb1f859e69f0ddcb3b99db6f7196fcc2bc5ee163f11e820,149567858,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149567858,,149567858,149567858,0.000000,0.000000
keyHash-9a6528cefa76af4555ca822914ce354a9267d3bb4ea37cee8aa2f693,149419209,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149419209,,149738703,149571147,0.000000,0.000000
keyHash-9a6a8ee64ff8e679f6fd91b349047eec49e5e05308a10b046af17ea0,148790904,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,148790904,,148790904,148790904,0.000000,0.000000
keyHash-9a71ff9303888846bffd6ca6fc38cc6f0d7c578c22fdab7e098c2749,149126271,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149126271,,149825117,149825117,0.000000,0.000000
keyHash-9a7445dc445f27ef543b454b1f3a7eb8e772f2143527aa37b4153c89,148707147,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148707147,,148707147,149168972,0.000000,0.000000
keyHash-9a754fd36e4251402e8f9adf5663e319190e157ffdb37f766f096176,149574064,,0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,drep-alwaysAbstain,149574064,,,149574468,0.000000,0.000000
keyHash-9a7a3f2bf2434ed4e3b3461b456d50ace01c21f5b135fd741ee76104,148893746,,024dcb42f0aa6d81a7e26ccdd525a2ed3e9665d126b38ba0f8b77b50,drep-alwaysAbstain,148893746,,148893746,148893746,0.000000,0.000000
keyHash-9a7a5a1a2d44bab3f23be7b8c03c30388c06c9089d37487815a5dca7,149760420,,a0a6af80153d4bc92d7c5dfa4c07bb99067ee4b65066a4d87f488503,drep-keyHash-c699dbdb87f691b900cb75fa249c0d8ca50a85c1aa0fbb636349286d,149800852,,149800852,149800852,0.000000,0.000000
keyHash-9a7d8364063abc5138ae36d603651e526d3adece6c5fd40dc1fc9936,149467903,,abacadaba9f12a8b5382fc370e4e7e69421fb59831bb4ecca3a11d9b,drep-alwaysAbstain,149467903,,149467903,149467903,0.000000,0.000000
keyHash-9a7ea539e418cec44497fb5b779990de9b22e92d66bfb6e2189ad40e,148433050,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148773611,,148773611,148773611,0.000000,0.000000
keyHash-9a90a474cc8368574c60adf26be73b028f5cad53700ce11e64fd5557,148842187,,970e9a7ae4677b152c27a0eba3db996b372de094d24fc2974768f3da,,148843265,,148843265,148843265,0.000000,0.000000
keyHash-9a918ac91d9e40abe72973b39e23abb7d751f60f12c1a2e6354c82e6,148497873,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148497873,,148497873,148497873,0.000000,0.000000
keyHash-9a91bdf25d901e35924814dc0b51665e76c51493c024223615c8720e,148748238,149129880,,,148748238,,149130119,149129925,0.000000,0.000000
keyHash-9a96e5e05fd7488caf518438addd2cd24a483a97a68338d853c791d4,149441023,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149441023,,149441023,149441023,0.000000,0.000000
keyHash-9aa1d151c8e59b34ac5c1b0bae96673232534d22951a83867c2f8d6a,149195939,,ef6b89d6d7703dac40fc526c8e9079e94cebf8c757e6c129d90be3fd,,149473184,,150068207,150068207,0.000000,0.000000
keyHash-9ab9dc971808bce7d509818d6157a6bec3cd0bfe88f8eac8806958bb,148696133,,50a251d84927d932b9393cb462f300d215faedd5e8a5e791e869f32c,,149173987,,149173987,149173987,0.000000,0.000000
keyHash-9acd2d76c39ab98d42121db3ff3a3a5919b570ad29cbac50d1af9da4,148838326,,65ea43eab7c0143d6bb68f9d56c276bce09377bdc41e1a42ac9535ed,,148838326,,148838326,148838326,0.000000,0.000000
keyHash-9ad44119040e26e4f3fb52485dd73940d3dc34aa2e0909bc4bd68131,148926425,,e04defbc8381975f96aba1938b76f2d6fc15d1a1dccdae69f091b73a,,148926425,,149426695,148926425,0.000000,0.000000
keyHash-9af2bafad93611e74d76e1a23ec6960c339acab41c127be6616997b6,148389019,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148389019,,148389019,148389019,0.000000,0.000000
keyHash-9afe76f6e5c15417645a8369a815ff1e9a3bbe17e874115f15b10267,149372750,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149372750,,150052779,150052779,0.000000,0.000000
keyHash-9b0f8c84f5c792aa168dd46f3e39edea456c61c63cfb36bd65a250f2,149631253,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149631253,,149631253,149631253,0.000000,0.000000
keyHash-9b131f736c26558afd7a8b69a1c733920eeb824e8fbab59b12b14e2e,149504408,,ac2d2d66a30cbb3163e68a7073bcd3f9cdd4a11a8af6e2c5653402c7,drep-alwaysAbstain,149504408,,149865729,150087591,0.000000,0.000000
keyHash-9b15ed8f141f2b9dc43bbe793beca9cacb3f68fb3f798c3f89d1b67d,148994689,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,148994689,,149372279,148994689,0.000000,0.000000
keyHash-9b1a87711c8caa4f1559414fb2b10be1b1776d862ad11efde025b631,149398404,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149398404,,149398404,149398404,0.000000,0.000000
keyHash-9b1b68712a9158a45d2251f033804847046b20151fd9f44e67101ff1,149371577,149763146,,drep-alwaysAbstain,149371577,,149772249,150060405,0.000000,0.000000
keyHash-9b2564588b3f442685b90a605fae3deab26d11e2c55913bc40a624be,149303661,,881b67128439e781d00190ee7ba1692d5af13aaee5d1914911bb3e42,drep-alwaysAbstain,149456392,,149456392,149456392,0.000000,0.000000
keyHash-9b2898a8052e9461a4323bec575ce7fb590043f6d8650c787101b2f3,148802909,,5b60373e718a3647ec57f610b9942f91286748ddeaa0ad226acb927b,,148802909,,148978057,148974310,0.000000,0.000000
keyHash-9b2e58ed5f0e9cd0f65139f1baf142ba6622e1a633ab994187319ee5,148821553,149369107,,drep-alwaysAbstain,148821553,,149369107,149369107,0.000000,0.000000
keyHash-9b2fdc1e8c874d6951c6cd5f1d0370d18394c9334a240753b4bbb434,149927009,,4744b317cba46d5f247e51d4df3d72c9e2a8b18231c30ba1708bd65b,,149927009,,149927009,149927009,0.000000,0.000000
keyHash-9b302e9fa0ceffce18c5eecb6a6d931d1d5f809ea838b84831df0132,149150410,149150646,,drep-alwaysAbstain,149150410,,149150793,149150646,0.000000,0.000000
keyHash-9b3b99f966bd4e6a4d0bb458e54950067f250718aa1db03b8f0a79d3,149195508,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149195508,,149195508,149195508,0.000000,0.000000
keyHash-9b3eaa7343a2fc1722cf784e691a8f23a38e91617777208eaf37e142,148122096,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,148122096,,148122096,149484331,0.000000,0.000000
keyHash-9b50e4fd8008964ced8bea116076bc1a237a44d6a5ac6e220997d6ff,149384240,149470269,,,149384240,,149470472,149470472,0.000000,0.000000
keyHash-9b5c67ff3b556cd5e2c8fe03fe5a71cc59573acaf4c74a4dd314daef,149197796,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149197796,,149197796,149197796,0.000000,0.000000
keyHash-9b64be94c804aafe1fec4941d5ab7041105e548a1860b911a7afa9f5,148842402,,ae0154e2fbd824443a4ea8b26d800dd77d8e982b94d90c939a77672e,drep-alwaysAbstain,148842402,,148842402,148842402,0.000000,0.000000
keyHash-9b6acfd521fe775b0410d18f3a5244c5e44e4da7bd12c0bcdd6d9007,148504604,,fdc55442d4c89bfa42bb62ac640ed710afd6eb79531e6dbb8459eb46,,148504604,,148504604,148509944,0.000000,0.000000
keyHash-9b7504f50f104e84bbdab29dddcf820afd902d4dd80e2656030e8ab4,149659900,,c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,,149659900,,149659900,149790632,0.000000,0.000000
keyHash-9b7e10e74ee27f26527ebbc78fa1f04b5544622bc504d26aec7393ca,149374121,,0ef7aa564933ce75b695cdad66be4a39b43a22726de7c58908e0e033,,149374121,,149374121,149374121,0.000000,0.000000
keyHash-9b7f2d6786d3b0855478f729abb24c5c120d8b385a685ffdbcfb7f4c,149029292,,120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,drep-alwaysAbstain,149029292,,149029292,149029292,0.000000,0.000000
keyHash-9b95f3b452c33bb077e92f8434231b4d7cc393e0d4f6241820046091,148668006,,618ab17ec8ea7239b4ac0c826b667c599489e25524ce74841a29d510,drep-keyHash-5e9f45e1f0cd57e1f8b5e1be6765ac770890084a2ecb69b1bd2c46f6,148918799,,149278007,149278007,0.000000,0.000000
